# length=745
0 5
0.0314379 44
0.0628759 87
0.0943138 76
0.125752 94
0.15719 81
0.188628 90
0.220066 108
0.251503 74
0.282941 98
0.314379 105
0.345817 94
0.377255 92
0.408693 103
0.440131 97
0.471569 114
0.503007 107
0.534445 97
0.565883 100
0.597321 102
0.628759 89
0.660197 105
0.691635 97
0.723072 94
0.75451 92
0.785948 89
0.817386 80
0.848824 87
0.880262 95
0.9117 83
0.943138 84
0.974576 73
1.00601 83
1.03745 93
1.06889 89
1.10033 70
1.13177 77
1.1632 92
1.19464 109
1.22608 87
1.25752 73
1.28896 74
1.32039 77
1.35183 76
1.38327 73
1.41471 81
1.44614 72
1.47758 87
1.50902 68
1.54046 82
1.5719 80
1.60333 51
1.63477 58
1.66621 68
1.69765 71
1.72909 73
1.76052 75
1.79196 58
1.8234 69
1.85484 65
1.88628 76
1.91771 73
1.94915 66
1.98059 61
2.01203 60
2.04347 61
2.0749 58
2.10634 58
2.13778 70
2.16922 58
2.20066 61
2.23209 47
2.26353 48
2.29497 50
2.32641 63
2.35784 54
2.38928 62
2.42072 60
2.45216 44
2.4836 57
2.51503 45
2.54647 53
2.57791 45
2.60935 35
2.64079 53
2.67222 50
2.70366 45
2.7351 42
2.76654 49
2.79798 47
2.82941 38
2.86085 50
2.89229 58
2.92373 59
2.95517 34
2.9866 35
3.01804 38
3.04948 34
3.08092 51
3.11236 33
3.14379 37
3.17523 48
3.20667 42
3.23811 52
3.26954 51
3.30098 33
3.33242 46
3.36386 38
3.3953 34
3.42673 41
3.45817 38
3.48961 42
3.52105 43
3.55249 49
3.58392 42
3.61536 38
3.6468 33
3.67824 31
3.70968 36
3.74111 30
3.77255 42
3.80399 34
3.83543 49
3.86687 36
3.8983 28
3.92974 36
3.96118 32
3.99262 42
4.02406 30
4.05549 40
4.08693 32
4.11837 36
4.14981 26
4.18124 46
4.21268 41
4.24412 32
4.27556 36
4.307 51
4.33843 34
4.36987 37
4.40131 34
4.43275 29
4.46419 36
4.49562 25
4.52706 28
4.5585 37
4.58994 38
4.62138 36
4.65281 31
4.68425 49
4.71569 26
4.74713 39
4.77857 30
4.81 31
4.84144 35
4.87288 30
4.90432 30
4.93576 34
4.96719 36
4.99863 27
5.03007 25
5.06151 24
5.09295 27
5.12438 31
5.15582 29
5.18726 33
5.2187 27
5.25013 30
5.28157 29
5.31301 29
5.34445 27
5.37589 26
5.40732 28
5.43876 22
5.4702 25
5.50164 28
5.53308 21
5.56451 36
5.59595 26
5.62739 34
5.65883 27
5.69027 18
5.7217 26
5.75314 30
5.78458 25
5.81602 21
5.84746 19
5.87889 20
5.91033 21
5.94177 26
5.97321 21
6.00465 23
6.03608 36
6.06752 27
6.09896 25
6.1304 29
6.16183 19
6.19327 19
6.22471 22
6.25615 26
6.28759 30
6.31902 25
6.35046 17
6.3819 16
6.41334 18
6.44478 18
6.47621 16
6.50765 24
6.53909 20
6.57053 15
6.60197 21
6.6334 26
6.66484 22
6.69628 22
6.72772 16
6.75916 20
6.79059 25
6.82203 22
6.85347 26
6.88491 23
6.91635 28
6.94778 15
6.97922 20
7.01066 20
7.0421 12
7.07353 17
7.10497 11
7.13641 27
7.16785 19
7.19929 19
7.23072 20
7.26216 21
7.2936 19
7.32504 18
7.35648 18
7.38791 16
7.41935 21
7.45079 13
7.48223 25
7.51367 20
7.5451 18
7.57654 11
7.60798 22
7.63942 17
7.67086 10
7.70229 16
7.73373 16
7.76517 14
7.79661 21
7.82805 16
7.85948 20
7.89092 16
7.92236 7
7.9538 21
7.98523 13
8.01667 14
8.04811 12
8.07955 9
8.11099 16
8.14242 16
8.17386 17
8.2053 12
8.23674 10
8.26818 14
8.29961 20
8.33105 22
8.36249 26
8.39393 14
8.42537 13
8.4568 12
8.48824 15
8.51968 12
8.55112 15
8.58256 13
8.61399 18
8.64543 13
8.67687 17
8.70831 10
8.73975 16
8.77118 16
8.80262 16
8.83406 14
8.8655 9
8.89693 15
8.92837 9
8.95981 11
8.99125 6
9.02269 15
9.05412 7
9.08556 17
9.117 15
9.14844 13
9.17988 14
9.21131 17
9.24275 11
9.27419 10
9.30563 12
9.33707 11
9.3685 10
9.39994 8
9.43138 12
9.46282 15
9.49426 12
9.52569 10
9.55713 15
9.58857 11
9.62001 12
9.65145 14
9.68288 12
9.71432 15
9.74576 8
9.7772 8
9.80863 11
9.84007 18
9.87151 5
9.90295 12
9.93439 8
9.96582 6
9.99726 5
10.0287 11
10.0601 15
10.0916 11
10.123 11
10.1545 7
10.1859 11
10.2173 13
10.2488 11
10.2802 9
10.3116 12
10.3431 15
10.3745 6
10.406 12
10.4374 16
10.4688 7
10.5003 8
10.5317 6
10.5631 11
10.5946 11
10.626 12
10.6575 17
10.6889 11
10.7203 13
10.7518 14
10.7832 9
10.8146 13
10.8461 14
10.8775 11
10.909 7
10.9404 8
10.9718 11
11.0033 9
11.0347 11
11.0662 5
11.0976 14
11.129 6
11.1605 16
11.1919 4
11.2233 7
11.2548 7
11.2862 11
11.3177 9
11.3491 7
11.3805 6
11.412 6
11.4434 9
11.4748 10
11.5063 13
11.5377 10
11.5692 11
11.6006 2
11.632 8
11.6635 4
11.6949 8
11.7263 7
11.7578 7
11.7892 8
11.8207 10
11.8521 4
11.8835 9
11.915 9
11.9464 6
11.9779 5
12.0093 11
12.0407 6
12.0722 10
12.1036 12
12.135 4
12.1665 6
12.1979 5
12.2294 7
12.2608 10
12.2922 6
12.3237 2
12.3551 6
12.3865 15
12.418 11
12.4494 4
12.4809 7
12.5123 7
12.5437 11
12.5752 8
12.6066 6
12.638 8
12.6695 3
12.7009 10
12.7324 9
12.7638 9
12.7952 3
12.8267 7
12.8581 6
12.8896 8
12.921 8
12.9524 9
12.9839 9
13.0153 10
13.0467 6
13.0782 12
13.1096 4
13.1411 7
13.1725 7
13.2039 5
13.2354 2
13.2668 8
13.2982 8
13.3297 5
13.3611 7
13.3926 8
13.424 4
13.4554 6
13.4869 6
13.5183 10
13.5497 12
13.5812 5
13.6126 8
13.6441 5
13.6755 8
13.7069 13
13.7384 7
13.7698 8
13.8013 5
13.8327 5
13.8641 9
13.8956 7
13.927 10
13.9584 6
13.9899 5
14.0213 2
14.0528 6
14.0842 5
14.1156 2
14.1471 4
14.1785 1
14.2099 10
14.2414 5
