# length=745
14.2728 5
14.3043 8
14.3357 4
14.3671 6
14.3986 5
14.43 9
14.4614 3
14.4929 6
14.5243 4
14.5558 8
14.5872 6
14.6186 8
14.6501 8
14.6815 5
14.713 4
14.7444 7
14.7758 9
14.8073 6
14.8387 1
14.8701 5
14.9016 6
14.933 2
14.9645 5
14.9959 5
15.0273 3
15.0588 6
15.0902 5
15.1216 1
15.1531 5
15.1845 6
15.216 2
15.2474 4
15.2788 4
15.3103 4
15.3417 6
15.3731 4
15.4046 4
15.436 5
15.4675 2
15.4989 8
15.5303 5
15.5618 7
15.5932 2
15.6247 4
15.6561 4
15.6875 2
15.719 5
15.7504 8
15.7818 2
15.8133 1
15.8447 6
15.8762 4
15.9076 5
15.939 4
15.9705 4
16.0019 3
16.0333 4
16.0648 7
16.0962 3
16.1277 5
16.1591 4
16.1905 4
16.222 5
16.2534 5
16.2848 6
16.3163 4
16.3477 3
16.3792 2
16.4106 4
16.442 5
16.4735 2
16.5049 6
16.5364 6
16.5678 2
16.5992 1
16.6307 5
16.6621 6
16.6935 4
16.725 2
16.7564 3
16.7879 4
16.8193 0
16.8507 3
16.8822 2
16.9136 1
16.945 4
16.9765 4
17.0079 2
17.0394 3
17.0708 6
17.1022 3
17.1337 2
17.1651 3
17.1965 6
17.228 3
17.2594 2
17.2909 2
17.3223 3
17.3537 3
17.3852 2
17.4166 2
17.4481 5
17.4795 5
17.5109 1
17.5424 5
17.5738 1
17.6052 6
17.6367 5
17.6681 4
17.6996 5
17.731 3
17.7624 3
17.7939 5
17.8253 0
17.8567 2
17.8882 4
17.9196 1
17.9511 5
17.9825 3
18.0139 3
18.0454 1
18.0768 4
18.1082 2
18.1397 5
18.1711 3
18.2026 4
18.234 3
18.2654 0
18.2969 5
18.3283 4
18.3598 3
18.3912 2
18.4226 1
18.4541 1
18.4855 4
18.5169 4
18.5484 3
18.5798 5
18.6113 4
18.6427 7
18.6741 0
18.7056 4
18.737 3
18.7684 8
18.7999 1
18.8313 1
18.8628 4
18.8942 2
18.9256 2
18.9571 2
18.9885 1
19.0199 1
19.0514 4
19.0828 1
19.1143 1
19.1457 1
19.1771 0
19.2086 3
19.24 3
19.2715 3
19.3029 3
19.3343 2
19.3658 3
19.3972 4
19.4286 2
19.4601 6
19.4915 2
19.523 3
19.5544 3
19.5858 1
19.6173 3
19.6487 2
19.6801 3
19.7116 0
19.743 8
19.7745 3
19.8059 3
19.8373 4
19.8688 1
19.9002 4
19.9316 4
19.9631 4
19.9945 3
20.026 5
20.0574 2
20.0888 1
20.1203 2
20.1517 4
20.1832 0
20.2146 0
20.246 3
20.2775 2
20.3089 3
20.3403 4
20.3718 5
20.4032 4
20.4347 1
20.4661 2
20.4975 5
20.529 3
20.5604 4
20.5918 2
20.6233 0
20.6547 2
20.6862 3
20.7176 2
20.749 2
20.7805 1
20.8119 0
20.8433 2
20.8748 3
20.9062 1
20.9377 2
20.9691 5
21.0005 3
21.032 3
21.0634 4
21.0949 1
21.1263 3
21.1577 3
21.1892 3
21.2206 2
21.252 1
21.2835 5
21.3149 2
21.3464 0
21.3778 2
21.4092 2
21.4407 4
21.4721 0
21.5035 0
21.535 1
21.5664 2
21.5979 1
21.6293 3
21.6607 4
21.6922 2
21.7236 1
21.755 6
21.7865 1
21.8179 3
21.8494 3
21.8808 2
21.9122 1
21.9437 2
21.9751 4
22.0066 3
22.038 2
22.0694 1
22.1009 2
22.1323 1
22.1637 6
22.1952 1
22.2266 3
22.2581 1
22.2895 4
22.3209 3
22.3524 0
22.3838 4
22.4152 0
22.4467 4
22.4781 0
22.5096 3
22.541 0
22.5724 2
22.6039 1
22.6353 2
22.6667 2
22.6982 2
22.7296 1
22.7611 2
22.7925 2
22.8239 3
22.8554 1
22.8868 4
22.9183 2
22.9497 0
22.9811 0
23.0126 1
23.044 0
23.0754 0
23.1069 3
23.1383 2
23.1698 3
23.2012 1
23.2326 0
23.2641 3
23.2955 2
23.3269 1
23.3584 3
23.3898 746
