# filter_average_wavelength filter_mag template_mag error_mag (for each filter)
4809.76 -50.6137 -50.6173 0.0542868 6229.17 -51.9243 -51.9123 0.0542868 7702.75 -52.6166 -52.633 0.0542868 8906.11 -52.9724 -52.981 0.0542868 9777.14 -53.1381 -53.1204 0.0542868 
4809.76 -47.2182 -47.0827 0.0919328 6229.17 -48.1373 -48.1182 0.0542868 7702.75 -48.8772 -49.0012 0.0542868 8906.11 -49.8389 -49.7419 0.0542868 9777.14 -50.2193 -50.2148 0.0542868 
4809.76 -48.1477 -48.1838 0.0542868 6229.17 -48.5949 -48.5605 0.0542868 7702.75 -49.2212 -49.2856 0.0542868 8906.11 -49.7995 -49.663 0.0542868 9777.14 -49.7357 -49.7871 0.0656052 
4809.76 -48.7387 -48.7388 0.0542868 6229.17 -48.9506 -48.9183 0.0542868 7702.75 -49.2035 -49.2772 0.0542868 8906.11 -49.471 -49.3244 0.0542868 9777.14 -49.1553 -49.2815 0.0800646 
4809.76 -48.347 -48.3454 0.0542868 6229.17 -48.779 -48.7793 0.0542868 7702.75 -48.8617 -48.8618 0.0542868 8906.11 -48.8423 -48.8486 0.0770845 9777.14 -48.9388 -48.9316 0.102627 
4809.76 -49.0199 -49.0314 0.0542868 6229.17 -49.1725 -49.1749 0.0542868 7702.75 -49.2084 -49.2379 0.0542868 8906.11 -49.2627 -49.235 0.0542868 9777.14 -49.225 -49.1975 0.0654678 
4809.76 -48.7116 -48.731 0.0542868 6229.17 -49.1209 -49.1132 0.0542868 7702.75 -49.7426 -49.7684 0.0542868 8906.11 -50.1479 -50.0235 0.0542868 9777.14 -50.0435 -50.1039 0.0542868 
4809.76 -47.749 -47.696 0.0671307 6229.17 -47.8628 -47.9633 0.0646407 7702.75 -48.6654 -48.6377 0.0741836 8906.11 -49.2631 -49.1906 0.0700298 9777.14 -49.4674 -49.4779 0.0835003 
4809.76 -47.8911 -47.9273 0.0542868 6229.17 -48.5241 -48.5215 0.0542868 7702.75 -49.0689 -49.0702 0.0542868 8906.11 -49.22 -49.2315 0.0542868 9777.14 -49.3703 -49.3071 0.0593122 
4809.76 -49.6337 -49.5833 0.0542868 6229.17 -49.7351 -49.7466 0.0542868 7702.75 -50.0609 -50.0866 0.0542868 8906.11 -50.1742 -50.2251 0.0542868 9777.14 -50.4402 -50.391 0.0542868 
4809.76 -48.9331 -48.9471 0.0542868 6229.17 -48.9125 -48.9468 0.0542868 7702.75 -49.1201 -49.0641 0.0542868 8906.11 -49.2 -49.207 0.0563297 9777.14 -49.5189 -49.5127 0.0604888 
