# This is an auxiliary file not to be used by the user of ZEBRA
# failed chi2 numFilterUsed
0 0.258222 5
0 22.3848 5
0 5.75073 5
0 6.24998 5
0 0.634848 5
0 0.850461 5
0 3.18463 5
0 2.5385 5
0 0.489951 5
0 0.81318 5
0 0.793241 5
0 0.78945 5
0 1.74896 5
0 0.258417 5
0 8.90096 5
0 6.31811 5
0 4.71162 5
0 10.4262 5
0 0.719043 5
0 0.383383 5
0 10.5932 5
0 9.65473 5
0 9.82996 5
0 1.33152 5
0 0.353032 5
0 0.355073 5
0 0.290341 5
0 2.65662 5
0 0.450473 5
0 19.7956 5
0 0.323712 5
0 7.58556 5
0 7.71231 5
0 5.12414 5
0 2.68703 5
0 1.08158 5
0 1.54923 5
0 11.1703 5
0 4.68654 5
0 8.73819 5
0 1.04941 5
0 1.9777 5
0 1.45692 5
0 2.78349 5
0 1.94473 5
0 2.61196 5
0 0.710407 5
0 8.29401 5
0 3.59078 5
0 4.50986 5
0 1.5433 5
0 2.21035 5
0 2.2159 5
0 3.18449 5
0 0.108643 5
0 0.361111 5
0 3.18986 5
0 2.28312 5
0 0.992804 5
0 2.8222 5
0 0.66737 5
0 37.311 5
0 0.862996 5
0 0.399304 5
0 4.56407 5
0 0.176659 5
0 1.19408 5
0 8.61834 5
0 5.28727 5
0 3.26394 5
0 0.550522 5
0 1.16288 5
0 2.76487 5
0 12.8684 5
0 3.07141 5
0 24.9946 5
0 6.9981 5
0 2.38106 5
0 4.32114 5
0 12.0911 5
0 0.895367 5
0 14.6517 5
0 9.9635 5
0 4.20361 5
0 0.245694 5
0 10.8119 5
0 4.61396 5
0 1.54176 5
0 11.4505 5
0 0.963784 5
0 9.5428 5
0 6.0621 5
0 10.8368 5
0 1.87521 5
0 4.26491 5
0 0.948601 5
0 8.74517 5
0 0.364511 5
0 3.70846 5
0 0.484603 5
0 1.11495 5
0 15.6381 5
0 0.549566 5
0 8.21087 5
0 0.746022 5
0 3.50549 5
0 0.568872 5
0 18.6304 5
0 1.72782 5
0 1.63804 5
0 6.79304 5
0 1.29782 5
0 16.4872 5
0 7.15359 5
0 2.73299 5
0 3.49543 5
0 3.27257 5
0 2.17465 5
0 1.13052 5
0 6.24947 5
0 4.21542 5
0 0.19782 5
0 0.795371 5
0 4.74153 5
0 1.86383 5
0 3.89756 5
0 1.89145 5
0 1.24249 5
0 2.72709 5
0 0.680905 5
0 4.10513 5
0 12.0427 5
0 6.48881 5
0 1.04693 5
0 5.82064 5
0 3.61933 5
0 1.47282 5
0 0.271001 5
0 1.24442 5
0 26.3481 5
0 0.688812 5
0 0.82882 5
0 14.3779 5
0 1.69448 5
0 4.40605 5
0 7.49918 5
0 10.3742 5
0 21.423 5
0 1.13561 5
0 2.57054 5
0 0.838276 5
0 10.7995 5
0 13.7319 5
0 0.953533 5
0 6.32745 5
0 3.70626 5
0 1.29165 5
0 1.52225 5
0 2.09027 5
0 3.26107 5
0 2.93496 5
0 2.4707 5
0 0.215864 5
0 14.6356 5
0 0.708125 5
0 1.02663 5
0 5.52221 5
0 4.06235 5
0 0.989459 5
0 1.65854 5
0 2.28824 5
0 1.42444 5
0 0.806407 5
0 2.82102 5
0 1.65368 5
0 2.04422 5
0 0.355197 5
0 1.27257 5
0 7.45357 5
0 1.22642 5
0 0.379085 5
0 4.94034 5
0 0.988386 5
0 7.79205 5
0 10.8691 5
0 13.9988 5
0 2.55705 5
0 9.22225 5
0 1.20181 5
0 6.88724 5
0 6.05605 5
0 1.44536 5
0 26.47 5
0 3.04695 5
0 1.29181 5
0 0.37594 5
0 6.31696 5
0 5.16755 5
0 2.8661 5
0 2.86891 5
0 0.617776 5
0 1.30584 5
0 1.08255 5
0 1.27511 5
0 0.755571 5
0 1.96534 5
0 6.88422 5
0 0.113197 5
0 24.4255 5
0 5.75103 5
0 2.69874 5
0 0.44518 5
0 1.44222 5
0 1.7082 5
0 5.59813 5
0 6.69365 5
0 9.33821 5
0 1.25131 5
0 1.43873 5
0 0.322548 5
0 0.824704 5
0 5.58887 5
0 1.43272 5
0 1.66037 5
0 2.58907 5
0 5.05271 5
0 2.33814 5
0 2.09099 5
0 0.317807 5
0 6.53227 5
0 2.42816 5
0 1.51729 5
0 1.02651 5
0 1.19467 5
0 2.27708 5
0 10.4028 5
0 21.2742 5
0 7.19381 5
0 3.39385 5
0 0.84578 5
0 0.513936 5
0 0.520914 5
0 1.90542 5
0 1.20299 5
0 3.4656 5
0 5.53971 5
0 6.99274 5
0 0.468431 5
0 0.0456814 5
0 15.2451 5
0 0.978817 5
0 1.18273 5
0 5.1324 5
0 25.3992 5
0 2.09042 5
0 4.29698 5
0 1.68922 5
0 3.1291 5
0 4.91033 5
0 0.412002 5
0 2.3754 5
0 1.06856 5
0 12.5961 5
0 7.12416 5
0 6.55078 5
0 6.57555 5
0 5.47665 5
0 0.723512 5
0 1.29015 5
0 3.05403 5
0 3.20497 5
0 2.95181 5
0 3.42382 5
0 1.69742 5
0 0.905791 5
0 0.117223 5
0 2.01367 5
0 4.96467 5
0 10.7896 5
0 18.1483 5
0 1.52084 5
0 0.376369 5
0 0.757631 5
0 4.03334 5
0 4.00651 5
0 0.827267 5
0 3.3154 5
0 2.93671 5
0 14.5706 5
0 1.04305 5
0 9.13427 5
0 4.07283 5
0 4.29806 5
0 1.34264 5
0 1.18088 5
0 11.7374 5
0 6.71083 5
0 0.982476 5
0 0.125141 5
0 4.36394 5
0 10.622 5
0 7.23832 5
0 5.17647 5
0 4.42424 5
0 6.03369 5
0 26.5421 5
0 3.35309 5
0 2.75164 5
0 2.4751 5
0 5.63118 5
0 0.828207 5
0 0.140684 5
0 0.14602 5
0 0.280267 5
0 1.07885 5
0 1.22299 5
0 2.65908 5
0 0.877987 5
0 4.47657 5
0 5.26812 5
0 8.48967 5
0 1.31853 5
0 11.0013 5
0 14.7507 5
0 4.78657 5
0 0.216545 5
0 0.0914514 5
0 0.105636 5
0 3.6402 5
0 9.82861 5
0 6.99705 5
0 1.06151 5
0 4.87305 5
0 2.29633 5
0 3.56166 5
0 5.73184 5
0 3.23563 5
0 0.576492 5
0 5.39651 5
0 0.153697 5
0 26.796 5
0 11.496 5
0 1.46042 5
0 1.23192 5
0 4.46396 5
0 4.80588 5
0 2.78189 5
0 2.63254 5
0 2.12753 5
0 0.779304 5
0 4.41151 5
0 9.55781 5
0 25.6156 5
0 11.7749 5
0 0.322328 5
0 1.69138 5
0 7.88261 5
0 0.917617 5
0 4.81468 5
0 3.36959 5
0 1.87397 5
0 0.359979 5
0 0.493127 5
0 1.79891 5
0 1.10399 5
0 3.32199 5
0 0.477039 5
0 15.5256 5
0 0.805343 5
0 0.876129 5
0 0.263568 5
0 2.12736 5
0 3.68882 5
0 0.699974 5
0 3.28948 5
0 6.1153 5
0 0.107653 5
0 1.92951 5
0 0.838597 5
0 24.9068 5
0 13.5201 5
0 2.70745 5
0 1.22194 5
0 1.15009 5
0 1.91991 5
0 0.371799 5
0 2.54632 5
0 5.67994 5
0 5.56962 5
0 2.02922 5
0 3.09398 5
0 30.4253 5
0 3.35353 5
0 0.686202 5
0 19.9468 5
0 1.9105 5
0 2.3527 5
0 2.07023 5
0 5.60213 5
0 3.73572 5
0 4.3058 5
0 3.8784 5
0 0.671144 5
0 4.6008 5
0 6.10975 5
0 3.68142 5
0 1.17321 5
0 0.744455 5
0 1.16504 5
0 0.952798 5
0 2.23783 5
0 10.3113 5
0 22.6929 5
0 4.43263 5
0 3.93328 5
0 0.205299 5
0 3.96719 5
0 11.9747 5
0 0.984556 5
0 7.28372 5
0 28.7634 5
0 4.00386 5
0 1.45369 5
0 2.55217 5
0 39.2978 5
0 22.0629 5
0 3.82697 5
0 14.4788 5
0 0.438679 5
0 0.51249 5
0 2.00427 5
0 2.33158 5
0 3.25812 5
0 1.79571 5
0 3.84329 5
0 2.14326 5
0 1.09905 5
0 66.5555 5
0 4.682 5
0 27.2246 5
0 9.81743 5
0 2.39921 5
0 0.243679 5
0 4.12578 5
0 4.67371 5
0 11.7166 5
0 4.92763 5
0 6.98786 5
0 1.23931 5
0 1.57678 5
0 11.7884 5
0 0.342983 5
0 4.58688 5
0 0.496441 5
0 1.40209 5
0 0.0705174 5
0 0.0432464 5
0 6.60328 5
0 4.43943 5
0 10.3388 5
0 0.544722 5
0 30.3532 5
0 37.7058 5
0 0.76126 5
0 2.94755 5
0 0.407452 5
0 24.0544 5
0 11.6241 5
0 2.60694 5
0 1.41667 5
0 6.20102 5
0 5.46429 5
0 10.694 5
0 2.19463 5
0 1.25988 5
0 2.67169 5
0 0.651093 5
0 0.0890017 5
0 7.59323 5
0 6.62995 5
0 14.263 5
0 0.62539 5
0 35.0904 5
0 2.12288 5
0 4.82924 5
0 1.66889 5
0 0.975689 5
0 19.9004 5
0 0.956561 5
0 6.03825 5
0 5.78207 5
0 6.20062 5
0 0.883516 5
0 6.56917 5
0 76.719 5
0 12.0129 5
0 1.6031 5
0 7.50679 5
0 4.70027 5
0 12.2611 5
0 6.0477 5
0 8.30677 5
0 0.355171 5
0 44.1142 5
0 0.42936 5
0 1.36743 5
0 4.00259 5
0 2.10302 5
0 9.93789 5
0 7.36861 5
0 0.532337 5
0 10.2685 5
0 10.1031 5
0 4.36679 5
0 1.68733 5
0 5.26421 5
0 8.55017 5
0 0.509206 5
0 21.5729 5
0 11.0299 5
0 13.4589 5
0 13.8868 5
0 0.0723454 5
0 19.0514 5
0 0.0724992 5
0 0.468591 5
0 1.99754 5
0 0.653797 5
0 1.10979 5
0 1.00764 5
0 6.04099 5
0 8.66946 5
0 15.2355 5
0 10.0505 5
0 13.3836 5
0 0.344997 5
0 2.69212 5
0 2.40641 5
0 4.23723 5
0 6.12165 5
0 1.87779 5
0 11.4668 5
0 0.898393 5
0 5.63629 5
0 0.896925 5
0 1.00841 5
0 4.04566 5
0 6.88874 5
0 2.13105 5
0 12.4827 5
0 12.2833 5
0 3.24339 5
0 2.53345 5
0 12.8169 5
0 1.35677 5
0 2.70882 5
0 4.30749 5
0 0.735366 5
0 1.73915 5
0 0.271131 5
0 6.33023 5
0 0.871435 5
0 0.612178 5
0 0.425376 5
0 3.85747 5
0 9.65713 5
0 2.48862 5
0 4.5474 5
0 3.97394 5
0 1.57154 5
0 23.4936 5
0 1.37779 5
0 28.6955 5
0 2.63632 5
0 4.33344 5
0 22.7395 5
0 1.90851 5
0 9.63841 5
0 6.75368 5
0 7.50534 5
0 6.21351 5
0 0.465403 5
0 6.68115 5
0 1.58984 5
0 1.63783 5
0 3.54316 5
0 10.5934 5
0 0.102139 5
0 0.584671 5
0 0.710335 5
0 22.5021 5
0 8.96296 5
0 1.60122 5
0 14.2689 5
0 4.49605 5
0 2.58066 5
0 0.0261631 5
0 1.31421 5
0 1.76911 5
0 12.2223 5
0 0.586395 5
0 3.55468 5
0 6.07731 5
0 5.77344 5
0 6.30119 5
0 1.91389 5
0 5.09404 5
0 6.95206 5
0 0.295608 5
0 0.915228 5
0 32.8174 5
0 5.04936 5
0 9.60714 5
0 2.1431 5
0 4.85069 5
0 6.92923 5
0 7.04173 5
0 0.252093 5
0 4.10091 5
0 2.77177 5
0 2.10861 5
0 1.76941 5
0 0.419928 5
0 1.07118 5
0 1.12073 5
0 5.60121 5
0 1.76008 5
0 2.3799 5
0 5.10678 5
0 9.84771 5
0 0.630635 5
0 12.8413 5
0 1.26247 5
0 2.30107 5
0 2.41123 5
0 15.1811 5
0 3.06722 5
0 3.47471 5
0 2.55146 5
0 14.6315 5
0 2.86254 5
0 17.5584 5
0 2.98213 5
0 6.91599 5
0 4.09313 5
0 10.3283 5
0 0.824715 5
0 4.18986 5
0 2.52271 5
0 4.47855 5
0 0.544284 5
0 8.79515 5
0 8.0321 5
0 0.658751 5
0 1.19738 5
0 3.79657 5
0 4.48793 5
0 1.24921 5
0 2.07032 5
0 0.925535 5
0 0.627226 5
0 10.1907 5
0 5.78027 5
0 1.276 5
0 10.2594 5
0 2.25016 5
0 0.151248 5
0 2.12308 5
0 23.764 5
0 7.09754 5
0 11.9407 5
0 1.59109 5
0 1.02763 5
0 5.16145 5
0 1.87969 5
0 2.01117 5
0 2.85855 5
0 0.83344 5
0 1.7784 5
0 0.293886 5
0 1.22008 5
0 2.96648 5
0 10.4151 5
0 1.43644 5
0 3.80075 5
0 7.12833 5
0 6.69589 5
0 0.348379 5
0 9.77832 5
0 14.9026 5
0 3.49309 5
0 10.9783 5
0 19.7732 5
0 7.50467 5
0 7.54324 5
0 35.6272 5
0 6.15423 5
0 12.2824 5
0 0.701903 5
0 1.17827 5
0 1.58927 5
0 8.52116 5
0 4.84539 5
0 0.0258727 5
0 0.431434 5
0 11.554 5
0 5.42659 5
0 2.88595 5
0 13.7054 5
0 4.99434 5
0 0.374702 5
0 4.7824 5
0 2.90251 5
0 4.65014 5
0 5.71993 5
0 2.35394 5
0 3.79534 5
0 1.42059 5
0 1.20822 5
0 10.1128 5
0 2.5349 5
0 4.92501 5
0 5.3596 5
0 0.422653 5
0 4.66267 5
0 2.08127 5
0 8.52603 5
0 3.16887 5
0 9.24648 5
0 9.42164 5
0 7.25137 5
0 8.73462 5
0 6.63131 5
0 1.5234 5
0 0.884497 5
0 3.80255 5
0 13.504 5
0 5.32405 5
0 1.50175 5
0 5.99361 5
0 1.76183 5
0 1.90607 5
0 9.47794 5
0 2.0314 5
0 0.209653 5
0 1.51774 5
0 2.54314 5
0 1.63962 5
0 33.3046 5
0 8.02656 5
0 1.43685 5
0 21.7604 5
0 2.59442 5
0 7.47705 5
0 0.263997 5
0 0.359855 5
0 8.10398 5
0 1.08574 5
0 6.9456 5
0 1.57757 5
0 6.02119 5
0 0.124586 5
0 10.0772 5
0 4.41768 5
0 6.05476 5
0 3.79798 5
0 15.4888 5
0 2.33316 5
0 9.67376 5
0 5.91159 5
0 0.842052 5
0 2.87185 5
0 3.67122 5
0 6.82125 5
0 1.85022 5
0 7.99294 5
0 1.30681 5
0 7.92924 5
0 0.675454 5
0 3.09322 5
0 9.52009 5
0 3.85828 5
0 0.12532 5
0 0.552316 5
0 20.1545 5
0 6.04804 5
0 3.42442 5
0 0.276877 5
0 7.52444 5
0 10.4462 5
0 18.3188 5
0 15.7442 5
0 1.35901 5
0 1.20527 5
0 0.928126 5
0 0.808794 5
0 5.23042 5
0 17.5456 5
0 0.327442 5
0 0.749294 5
0 1.76619 5
0 1.30954 5
0 8.88211 5
0 2.25066 5
0 3.62966 5
0 45.9738 5
0 10.4176 5
0 24.8497 5
0 5.92693 5
0 0.153874 5
0 0.333257 5
0 3.65631 5
0 0.674629 5
0 2.04866 5
0 2.42374 5
0 0.505035 5
0 2.57018 5
0 1.02325 5
0 3.38737 5
0 6.29753 5
0 16.263 5
0 1.78267 5
0 0.515925 5
0 5.56108 5
0 19.8225 5
0 8.25263 5
0 7.88233 5
0 0.291141 5
0 1.54482 5
0 0.0503757 5
0 16.5354 5
0 10.669 5
0 5.7913 5
0 3.75018 5
0 0.129576 5
0 1.31219 5
0 7.17465 5
0 4.84316 5
0 3.24942 5
0 0.679033 5
0 9.71698 5
0 5.8601 5
0 4.14193 5
0 5.30037 5
0 8.12095 5
0 23.7344 5
0 13.2519 5
0 1.91911 5
0 38.6554 5
0 25.5052 5
0 10.4447 5
0 4.10312 5
0 1.25716 5
0 3.86943 5
0 3.13154 5
0 5.36674 5
0 18.4039 5
0 4.89735 5
0 6.85732 5
0 0.307685 5
0 11.7734 5
0 1.08871 5
0 0.203937 5
0 9.70971 5
0 6.52264 5
0 1.12655 5
0 0.544248 5
0 3.76759 5
0 2.87675 5
0 3.15467 5
0 0.307702 5
0 14.3057 5
0 0.897983 5
0 0.833856 5
0 2.74946 5
0 8.47309 5
0 5.71055 5
0 0.337009 5
0 0.600134 5
0 3.66316 5
0 2.43493 5
0 0.391395 5
0 3.02514 5
0 15.5707 5
0 0.83024 5
0 1.10058 5
0 3.42401 5
0 0.584663 5
0 5.61119 5
0 0.178298 5
0 4.67744 5
0 0.612619 5
0 3.09407 5
0 8.6436 5
0 27.6367 5
0 3.16522 5
0 9.63236 5
0 2.79126 5
0 12.9226 5
0 3.94853 5
0 3.70204 5
0 1.52177 5
0 1.40393 5
0 0.140057 5
0 1.04104 5
0 0.754541 5
0 0.81678 5
0 2.63534 5
0 0.732536 5
0 3.55106 5
0 5.05851 5
0 0.872746 5
0 2.32361 5
0 2.73343 5
0 2.40633 5
0 0.504484 5
0 11.7279 5
0 6.54825 5
0 2.40655 5
0 6.45504 5
0 18.2812 5
0 6.18203 5
0 1.78103 5
0 5.88598 5
0 5.27546 5
0 3.32299 5
0 0.287082 5
0 1.35933 5
0 1.17848 5
0 2.92877 5
0 13.5417 5
0 0.362741 5
0 14.6789 5
0 8.00227 5
0 36.2672 5
0 0.6323 5
0 2.23771 5
0 9.81066 5
0 21.6409 5
0 9.50759 5
0 1.76007 5
0 11.6519 5
0 2.40888 5
0 0.135139 5
0 10.5297 5
0 18.6468 5
0 0.481845 5
0 6.73487 5
0 3.89493 5
0 2.28695 5
0 1.23787 5
0 7.76844 5
0 1.6624 5
0 3.18766 5
0 0.28504 5
0 6.52024 5
0 16.9794 5
0 10.3838 5
0 0.0409335 5
0 1.92835 5
0 20.5853 5
0 2.0561 5
0 22.31 5
0 2.26008 5
0 3.22815 5
0 3.89121 5
0 1.28143 5
0 6.25437 5
0 3.78835 5
0 1.79267 5
0 1.35263 5
0 19.4342 5
0 1.39084 5
0 5.62021 5
0 36.2773 5
0 5.56987 5
0 19.2635 5
0 0.950076 5
0 2.50188 5
0 1.06499 5
0 1.00356 5
0 3.79296 5
0 1.41084 5
0 3.3309 5
0 1.06217 5
0 3.97822 5
0 6.42737 5
0 17.6995 5
0 0.912233 5
0 1.86828 5
0 1.70155 5
0 1.09836 5
0 10.3691 5
0 0.850698 5
0 6.83568 5
0 1.41229 5
0 7.12626 5
0 5.9861 5
0 31.3005 5
0 1.85318 5
0 12.0863 5
0 7.95517 5
0 5.51007 5
0 1.38367 5
0 1.82873 5
0 6.34857 5
0 2.19233 5
0 0.235212 5
0 2.14364 5
0 1.16895 5
0 18.367 5
0 20.5439 5
0 3.97452 5
0 6.5427 5
0 1.97603 5
0 0.226142 5
0 4.06479 5
0 0.120958 5
0 9.09507 5
0 5.65967 5
0 0.465045 5
0 4.68924 5
0 1.6667 5
0 0.299228 5
0 15.8333 5
0 5.53548 5
0 0.790003 5
0 1.13665 5
0 1.01226 5
0 3.9146 5
0 1.81422 5
0 4.22445 5
0 7.72056 5
0 1.9225 5
0 3.81511 5
0 0.970184 5
0 7.00296 5
0 7.164 5
0 3.99676 5
0 3.54142 5
0 2.52976 5
0 1.80928 5
0 5.99793 5
0 4.44884 5
0 1.1597 5
0 10.8659 5
0 5.14319 5
0 4.04172 5
0 1.08639 5
0 5.82706 5
0 14.815 5
0 8.57802 5
0 3.97123 5
0 5.35399 5
0 3.2862 5
0 4.61619 5
0 9.04754 5
0 41.8336 5
0 0.756343 5
0 0.845348 5
0 0.20136 5
0 5.86368 5
0 0.135086 5
0 1.97771 5
0 0.994415 5
0 1.08626 5
0 4.29325 5
0 0.168967 5
0 3.131 5
0 7.11902 5
0 4.13641 5
0 4.92331 5
0 1.68463 5
0 2.35569 5
0 10.6816 5
0 4.59935 5
0 13.5904 5
